playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,skin_colour,name_date,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
david-abraham,David Abraham,Getafe CF,Spain,15.07.1986,187.0,85.0,Center Back,255.0,129.0,52.0,74.0,15.0,52.0,1.0,2.0,0.0,david-abraham15.07.1986,147.67421272412173,0.06840999867679856,0.0013454674087377907,0.0009637327082349015,0.14308456441063477,0.09218645705977309,0.0022446379793971023,0.0013433256551145252,0.20848940860745466
david-silva_2, David Silva,Manchester City,England,08.01.1986,170.0,67.0,Attacking Midfielder,450.0,275.0,77.0,98.0,82.0,44.0,1.0,2.0,0.25,david-silva_208.01.1986,139.67421272412173,0.02775647179516924,0.002554838899575244,0.003137350247558711,0.21046561855679316,0.043851777148937954,0.00256565620713871,0.004989799080106394,0.2848903223336797
dominguez_4, Domínguez,Bor. Mönchengladbach,Germany,16.05.1989,189.0,83.0,Left Fullback,196.0,89.0,48.0,59.0,10.0,46.0,3.0,0.0,0.25,dominguez_416.05.1989,145.2554890219561,0.1017285769021656,0.005965904919387911,0.0,0.29911151364627914,0.14020257299217617,0.007152794682502568,0.0,0.3768539510206561
eren-derdiyok,Eren Derdiyok,1899 Hoffenheim,Germany,12.06.1988,190.0,83.0,Center Forward,288.0,133.0,71.0,84.0,70.0,27.0,1.0,0.0,0.375,eren-derdiyok12.06.1988,60.0851630073187,0.03129696300457785,0.000629211518958357,0.0,0.052114528675397696,0.032932121080052036,0.0006279754998136469,0.0,0.05370879285598898
eugen-polanski,Eugen Polanski,1. FSV Mainz 05,Germany,17.03.1986,183.0,73.0,Attacking Midfielder,254.0,96.0,63.0,95.0,9.0,65.0,1.0,2.0,0.0,eugen-polanski17.03.1986,160.67421272412173,0.10641179671633988,0.0014764393098364956,0.0011073294823773718,0.18991338196539304,0.13841794318501024,0.0014735390017557063,0.0011051542513167798,0.2217554984459404
fernando-torres, Fernando Torres,Chelsea FC,England,20.03.1984,183.0,70.0,Center Forward,596.0,313.0,135.0,148.0,238.0,74.0,5.0,1.0,0.125,fernando-torres20.03.1984,270.720339894995,0.026827952331881958,0.0011729952404382646,0.00014234844606828933,0.07009141805262985,0.037958295826928036,0.0016612235401629054,0.0001553139704930388,0.09778062435526422
frank-lampard,Frank Lampard,Chelsea FC,England,20.06.1978,183.0,77.0,Center Midfielder,914.0,523.0,197.0,194.0,265.0,86.0,2.0,2.0,0.125,frank-lampard20.06.1978,214.7593757314404,0.024656558088748247,0.0005255390549106403,0.00025960718668684363,0.050168386944370105,0.0278833640121684,0.0007462619563673255,0.00028325298973420535,0.06143783021319555
granit-xhaka,Granit Xhaka,Bor. Mönchengladbach,Germany,27.09.1992,185.0,82.0,Center Midfielder,149.0,78.0,37.0,34.0,8.0,27.0,1.0,0.0,0.125,granit-xhaka27.09.1992,60.0851630073187,0.04278956299888431,0.0007382196549182478,0.0,0.06721368061706111,0.03326122337492146,0.0007367695008778532,0.0,0.057637362410286073
harry-kane,Harry Kane,Norwich City,England,28.07.1993,183.0,65.0,,102.0,44.0,28.0,30.0,26.0,3.0,1.0,0.0,0.25,harry-kane28.07.1993,36.0851630073187,0.012308112029441277,0.004298548470088474,0.0,0.15452628885717884,0.014908673576183409,0.00469007318791479,0.0,0.1700805095145991
iker-casillas, Iker Casillas,Real Madrid,Spain,20.05.1981,185.0,84.0,Goalkeeper,800.0,525.0,136.0,139.0,0.0,23.0,1.0,1.0,0.0,iker-casillas20.05.1981,87.3796878657202,0.004894498782122152,0.00011878407006652923,0.00011878407006652923,0.012541780136425143,0.006788060561618951,0.0001889201385820629,0.0001889201385820629,0.01895068011508077
james-morrison,James Morrison,West Bromwich Albion,England,25.05.1986,178.0,64.0,,349.0,117.0,93.0,139.0,36.0,19.0,0.0,2.0,0.0,james-morrison25.05.1986,81.58904971680302,0.01890257576073051,0.0,0.0004372431664417975,0.03258589290210952,0.02922259185473051,0.0,0.0004770685885706506,0.04415222665891726
jermain-defoe,Jermain Defoe,Tottenham Hotspur,England,07.10.1982,170.0,65.0,Center Forward,563.0,256.0,133.0,174.0,225.0,52.0,2.0,3.0,0.75,jermain-defoe07.10.1982,212.05390058984193,0.032315967594715056,0.002452727552484268,0.002615860952317243,0.19532698407961271,0.04075653248435968,0.0026761293518529437,0.0028541214321875113,0.21861508242757302
joe-hart,Joe Hart,Manchester City,England,19.04.1987,191.0,80.0,Goalkeeper,350.0,195.0,74.0,81.0,0.0,10.0,0.0,0.0,0.125,joe-hart19.04.1987,10.0,0.007869797551428314,0.0,0.0,0.007869797551428314,0.008252113301445917,0.0,0.0,0.008252113301445917
joleon-lescott,Joleon Lescott,Manchester City,England,16.08.1982,188.0,83.0,Center Back,472.0,242.0,121.0,109.0,33.0,30.0,0.0,0.0,0.5,joleon-lescott16.08.1982,30.0,0.017399039132052308,0.0,0.0,0.017399039132052308,0.02170599476026441,0.0,0.0,0.02170599476026441
kevin-vogt,Kevin Vogt,FC Augsburg,Germany,23.09.1991,194.0,80.0,Defensive Midfielder,156.0,67.0,39.0,50.0,7.0,24.0,1.0,2.0,0.0,kevin-vogt23.09.1991,119.67421272412172,0.049570040582078936,0.004105221495642939,0.003421017913035782,0.29245109306710937,0.05037913657355722,0.004097157224393915,0.0034142976869949294,0.2927830750488889
kevin-volland,Kevin Volland,1899 Hoffenheim,Germany,30.07.1992,179.0,74.0,Left Winger,180.0,73.0,40.0,67.0,58.0,25.0,0.0,1.0,0.25,kevin-volland30.07.1992,56.29452485840151,0.0370659921337705,0.0,0.004007478126699059,0.16247811598925455,0.03699317993228561,0.0,0.003999605861908346,0.16215894500158468
kyle-walker,Kyle Walker,Tottenham Hotspur,England,28.05.1990,178.0,73.0,Right Fullback,226.0,113.0,59.0,54.0,5.0,32.0,0.0,0.0,0.25,kyle-walker28.05.1990,32.0,0.05655639896057475,0.0,0.0,0.05655639896057475,0.0733016039224028,0.0,0.0,0.0733016039224028
lasse-sobiech,Lasse Sobiech,SpVgg Greuther Fürth,Germany,18.01.1991,196.0,88.0,Center Back,153.0,62.0,32.0,59.0,12.0,10.0,0.0,0.0,0.0,lasse-sobiech18.01.1991,10.0,0.023843104668992927,0.0,0.0,0.023843104668992927,0.027779521385916568,0.0,0.0,0.027779521385916568
leighton-baines,Leighton Baines,Everton FC,England,11.12.1984,170.0,74.0,Left Fullback,460.0,205.0,118.0,137.0,34.0,52.0,1.0,0.0,0.25,leighton-baines11.12.1984,85.0851630073187,0.037285804747951984,0.0016334484186336202,0.0,0.09132871194249224,0.04913914575586282,0.00178222781140762,0.0,0.10810444341246075
leon-osman,Leon Osman,Everton FC,England,17.05.1981,172.0,68.0,Right Midfielder,406.0,184.0,101.0,121.0,56.0,42.0,0.0,0.0,0.0,leon-osman17.05.1981,42.0,0.032785651598317186,0.0,0.0,0.032785651598317186,0.043596741440590794,0.0,0.0,0.043596741440590794
leonardo-bittencourt,Leonardo Bittencourt,Borussia Dortmund,Germany,19.12.1993,171.0,60.0,,118.0,45.0,26.0,47.0,21.0,30.0,0.0,1.0,0.125,leonardo-bittencourt19.12.1993,61.29452485840151,0.09736716293396147,0.0,0.004611344693735904,0.24167700408273765,0.09762071938195152,0.0,0.004602286197264398,0.2416470791877203
ludovic-obraniak,Ludovic Obraniak,Girondins Bordeaux,France,10.11.1984,171.0,68.0,Attacking Midfielder,379.0,144.0,117.0,118.0,48.0,48.0,0.0,4.0,0.25,ludovic-obraniak10.11.1984,173.17809943360604,0.049845087416735274,0.0,0.0059389299745046835,0.235701079136178,0.07338657881102843,0.0,0.011089597811171319,0.4204302731824042
lukasz-piszczek,Łukasz Piszczek,Borussia Dortmund,Germany,03.06.1985,184.0,78.0,Right Fullback,286.0,137.0,67.0,82.0,23.0,10.0,0.0,0.0,0.0,lukasz-piszczek03.06.1985,10.0,0.011331482563113318,0.0,0.0,0.011331482563113318,0.01667142404080869,0.0,0.0,0.01667142404080869
marc-hornschuh,Marc Hornschuh,Borussia Dortmund,Germany,02.03.1991,188.0,76.0,Center Back,169.0,76.0,39.0,54.0,6.0,13.0,0.0,1.0,0.125,marc-hornschuh02.03.1991,44.29452485840151,0.023844494853859397,0.0,0.0016184046280900049,0.07449169871857413,0.02379765487835466,0.0,0.0016152254442322164,0.07434536769480236
marvin-plattenhardt,Marvin Plattenhardt,1. FC Nürnberg,Germany,26.01.1992,181.0,76.0,Left Fullback,136.0,48.0,36.0,52.0,5.0,23.0,0.0,0.0,0.125,marvin-plattenhardt26.01.1992,23.0,0.06544300835969047,0.0,0.0,0.06544300835969047,0.06531445252626593,0.0,0.0,0.06531445252626593
mata, Mata,Chelsea FC,England,28.04.1988,170.0,61.0,Attacking Midfielder,369.0,203.0,77.0,89.0,94.0,31.0,0.0,0.0,0.0,mata28.04.1988,31.0,0.03649974022868249,0.0,0.0,0.03649974022868249,0.05671024310053036,0.0,0.0,0.05671024310053036
matthias-ostrzolek,Matthias Ostrzolek,FC Augsburg,Germany,05.06.1990,178.0,71.0,Left Fullback,157.0,71.0,34.0,52.0,1.0,25.0,2.0,0.0,0.0,matthias-ostrzolek05.06.1990,91.1703260146374,0.03526777679167246,0.0019298911863219058,0.0,0.09911854127752037,0.0351984969930794,0.0019261001202310463,0.0,0.09892383343933969
maximilian-beister,Maximilian Beister,Hamburger SV,Germany,06.09.1990,180.0,81.0,Right Midfielder,178.0,85.0,43.0,50.0,60.0,30.0,1.0,1.0,0.0,maximilian-beister06.09.1990,94.3796878657202,0.06319914189021549,0.003960331325208483,0.000565761617886926,0.21193259036262052,0.07143946703258133,0.003952551675297659,0.000564650239328237,0.21988074445561476
moritz-leitner,Moritz Leitner,Borussia Dortmund,Germany,08.12.1992,176.0,66.0,Attacking Midfielder,138.0,72.0,32.0,34.0,9.0,15.0,1.0,1.0,0.25,moritz-leitner08.12.1992,79.3796878657202,0.04386793356878531,0.005024300934965985,0.005024300934965985,0.36733085950534167,0.060103752925057895,0.00501443122985524,0.00501443122985524,0.3829312703272577
niklas-dams,Niklas Dams,Bor. Mönchengladbach,Germany,28.05.1990,185.0,77.0,Center Back,145.0,71.0,33.0,41.0,10.0,6.0,0.0,0.0,0.125,niklas-dams28.05.1990,6.0,0.017647616389308524,0.0,0.0,0.017647616389308524,0.01833664086644166,0.0,0.0,0.01833664086644166
oliver-baumann,Oliver Baumann,SC Freiburg,Germany,02.06.1990,187.0,80.0,Goalkeeper,214.0,91.0,51.0,72.0,0.0,1.0,0.0,0.0,0.25,oliver-baumann02.06.1990,1.0,0.0005009347658373824,0.0,0.0,0.0005009347658373824,0.0004999507327385432,0.0,0.0,0.0004999507327385432
patrick-herrmann_2,Patrick Herrmann,Bor. Mönchengladbach,Germany,12.02.1991,179.0,69.0,Left Midfielder,206.0,94.0,46.0,66.0,41.0,22.0,0.0,0.0,0.125,patrick-herrmann_212.02.1991,22.0,0.04892476860976943,0.0,0.0,0.04892476860976943,0.07033962511002623,0.0,0.0,0.07033962511002623
peniel-mlapa,Peniel Mlapa,Bor. Mönchengladbach,Germany,20.02.1991,195.0,89.0,Center Forward,182.0,64.0,46.0,72.0,41.0,14.0,0.0,0.0,0.875,peniel-mlapa20.02.1991,14.0,0.02766418978388645,0.0,0.0,0.02766418978388645,0.03205557263969534,0.0,0.0,0.03205557263969534
phil-bardsley,Phil Bardsley,Sunderland AFC,England,28.06.1985,180.0,73.0,Right Fullback,278.0,100.0,63.0,115.0,12.0,56.0,3.0,0.0,0.375,phil-bardsley28.06.1985,155.2554890219561,0.06021877590198677,0.009952163798722068,0.0,0.3894877374582424,0.06570368305307125,0.01329565200304386,0.0,0.5055924968623604
sam-johnstone,Sam Johnstone,Manchester United,England,25.03.1993,191.0,85.0,Goalkeeper,48.0,11.0,18.0,19.0,0.0,4.0,0.0,0.0,0.0,sam-johnstone25.03.1993,4.0,0.03062641810018314,0.0,0.0,0.03062641810018314,0.03849948508929003,0.0,0.0,0.03849948508929003
scott-parker,Scott Parker,Tottenham Hotspur,England,13.10.1980,175.0,69.0,Center Midfielder,465.0,180.0,113.0,172.0,30.0,101.0,3.0,2.0,0.0,scott-parker13.10.1980,262.8445387387591,0.05460215208333088,0.0004248084340523663,0.0007000493222715516,0.09056471928877144,0.0725367338131892,0.00046350126337136867,0.0007638119191746942,0.11177487975768491
sebastian-polter,Sebastian Polter,1. FC Nürnberg,Germany,01.04.1991,190.0,88.0,Center Forward,152.0,66.0,37.0,49.0,44.0,19.0,1.0,2.0,0.0,sebastian-polter01.04.1991,114.67421272412172,0.03275100938925685,0.0018701564591262277,0.007480625836504911,0.3287280718855415,0.033060044285769294,0.001866482735557228,0.007465930942228912,0.328455691304718
steven-naismith,Steven Naismith,Everton FC,England,14.09.1986,175.0,72.0,Center Forward,324.0,165.0,68.0,91.0,76.0,43.0,0.0,0.0,0.0,steven-naismith14.09.1986,43.0,0.04856401707705575,0.0,0.0,0.04856401707705575,0.06596163114560136,0.0,0.0,0.06596163114560136
tolgay-arslan,Tolgay Arslan,Hamburger SV,Germany,16.08.1990,180.0,77.0,Attacking Midfielder,156.0,63.0,32.0,61.0,41.0,29.0,0.0,1.0,0.25,tolgay-arslan16.08.1990,60.29452485840151,0.043003065208508856,0.0,0.0009482483454724535,0.07267804662783466,0.04340648643680892,0.0,0.0009463856123952143,0.07302317450954447
tom-cleverley,Tom Cleverley,Manchester United,England,12.08.1989,175.0,67.0,,167.0,80.0,41.0,46.0,22.0,15.0,0.0,1.0,0.0,tom-cleverley12.08.1989,46.29452485840151,0.02879430744642407,0.0,0.00424272316528213,0.1615683130096616,0.03195837681555019,0.0,0.004629163146513299,0.17682583797770665
wayne-rooney,Wayne Rooney,Manchester United,England,24.10.1985,178.0,78.0,Center Forward,607.0,370.0,115.0,122.0,271.0,108.0,2.0,3.0,0.0,wayne-rooney24.10.1985,268.05390058984193,0.045415617390986096,0.001200037216399917,0.005371421714980069,0.2532151346948279,0.0655726980334782,0.0019778016692696813,0.007810963287942228,0.3754489734399822
wojciech-szczesny,Wojciech Szczęsny,Arsenal FC,England,18.04.1990,195.0,75.0,Goalkeeper,203.0,105.0,47.0,51.0,0.0,11.0,0.0,2.0,0.125,wojciech-szczesny18.04.1990,73.58904971680302,0.022473345129679603,0.0,0.004108895789217336,0.1510592865459228,0.02762348344663532,0.0,0.00598710072160027,0.21498695580850857
xabi-alonso, Xabi Alonso,Real Madrid,Spain,25.11.1981,183.0,77.0,Defensive Midfielder,673.0,427.0,125.0,121.0,50.0,163.0,3.0,1.0,0.25,xabi-alonso25.11.1981,293.55001388035765,0.0631771486232353,0.001747046901220699,0.00029502906454226203,0.1302112745258219,0.09730713309949121,0.0024727765495737145,0.00029444951130613584,0.18833400587392668
xherdan-shaqiri,Xherdan Shaqiri,Bayern München,Germany,10.10.1991,169.0,72.0,Left Midfielder,224.0,150.0,39.0,35.0,47.0,23.0,0.0,1.0,0.25,xherdan-shaqiri10.10.1991,54.29452485840151,0.026762818951625467,0.0,0.0016862834626350514,0.07953425869136946,0.03905387479818632,0.0,0.004946069960073892,0.19383878411511166
bryan-ruiz,Bryan Ruiz,Fulham FC,England,18.08.1985,186.0,70.0,Right Winger,320.0,147.0,78.0,95.0,88.0,15.0,0.0,0.0,0.125,bryan-ruiz18.08.1985,15.0,0.015549387256475894,0.0,0.0,0.015549387256475894,0.004423563376254773,0.0,0.0,0.004423563376254773
emmerson-boyce,Emmerson Boyce,Wigan Athletic,England,24.09.1979,183.0,78.0,Center Back,358.0,120.0,88.0,150.0,14.0,33.0,1.0,0.0,1.0,emmerson-boyce24.09.1979,66.0851630073187,0.025298798785806556,0.000262401352390943,0.0,0.03398039030300177,0.027603089437612045,0.00028630165645102335,0.0,0.0370754264105595
aaron-hunt,Aaron Hunt,Werder Bremen,Germany,04.09.1986,183.0,73.0,Attacking Midfielder,336.0,141.0,73.0,122.0,62.0,42.0,0.0,1.0,0.125,aaron-hunt04.09.1986,73.2945248584015,0.03540769249155669,0.0,0.00026156034393373813,0.043593099176763093,0.049166270970825876,0.0,0.0002610465364415704,0.0573355982946962
aaron-lennon,Aaron Lennon,Tottenham Hotspur,England,16.04.1987,165.0,63.0,Right Midfielder,412.0,200.0,97.0,115.0,31.0,11.0,0.0,0.0,0.25,aaron-lennon16.04.1987,11.0,0.006369300688664299,0.0,0.0,0.006369300688664299,0.011298683434572843,0.0,0.0,0.011298683434572843
aaron-ramsey,Aaron Ramsey,Arsenal FC,England,26.12.1990,178.0,76.0,Center Midfielder,260.0,150.0,42.0,68.0,39.0,31.0,0.0,1.0,0.0,aaron-ramsey26.12.1990,62.29452485840151,0.0408485657480255,0.0,0.0032181143831188173,0.14155792630771674,0.05598452800341174,0.0,0.0032317400301458753,0.15712029671270306
adam-johnson,Adam Johnson,Sunderland AFC,England,14.07.1987,175.0,62.0,Left Midfielder,339.0,145.0,68.0,126.0,55.0,21.0,0.0,0.0,0.0,adam-johnson14.07.1987,21.0,0.025785933570173714,0.0,0.0,0.025785933570173714,0.034643064708672115,0.0,0.0,0.034643064708672115
adil-rami,Adil Rami,Valencia CF,Spain,27.12.1985,190.0,88.0,Center Back,286.0,144.0,71.0,71.0,20.0,59.0,2.0,3.0,0.125,adil-rami27.12.1985,219.05390058984193,0.06917473581267936,0.004035140781182474,0.005681946327585875,0.38049183690832017,0.0997477660254523,0.0026348851280523075,0.007871511303254627,0.4332585761455131
adriano_24, Adriano,FC Barcelona,Spain,26.10.1984,172.0,67.0,Left Midfielder,373.0,229.0,59.0,85.0,33.0,58.0,1.0,3.0,0.25,adriano_2426.10.1984,184.96873758252323,0.03929561514927382,0.000285411723909855,0.0007583797235319004,0.07247164166920793,0.057765664011431184,0.00045393311075967894,0.0012061651228757184,0.1105304793965055
alain-traore_2,Alain Traoré,FC Lorient,France,31.12.1988,176.0,66.0,Left Midfielder,130.0,39.0,42.0,49.0,31.0,17.0,0.0,1.0,1.0,alain-traore_231.12.1988,48.29452485840151,0.05120894127085805,0.0,0.0011952996280155607,0.0886152751930291,0.0597968904997355,0.0,0.0012003605826256107,0.09736160459175795
alejandro-alonso,Alejandro Alonso,AS Saint-Étienne,France,03.03.1982,170.0,68.0,Right Midfielder,175.0,77.0,52.0,46.0,11.0,39.0,2.0,1.0,0.125,alejandro-alonso03.03.1982,136.4648508730389,0.07466340076233596,0.0027840609279982166,0.001093738221713585,0.20100252835546356,0.09258511410308035,0.0027958487723662474,0.0010983691605724543,0.2194591674798658
alejandro-dominguez_2,Alejandro Domínguez,Rayo Vallecano,Spain,10.06.1981,175.0,73.0,Right Winger,197.0,104.0,41.0,52.0,45.0,36.0,0.0,1.0,0.25,alejandro-dominguez_210.06.1981,67.2945248584015,0.06294370543576328,0.0,0.0035131649005931205,0.17288653174903837,0.12113185731422883,0.0,0.005860999168425768,0.3045490414855997
alex_4, Alex,Paris Saint-Germain,France,17.06.1982,188.0,92.0,Center Back,371.0,243.0,81.0,47.0,38.0,48.0,0.0,2.0,0.5,alex_417.06.1982,110.58904971680302,0.04561833486827937,0.0,0.0010493187833553656,0.07845626761838148,0.058550018602425424,0.0,0.0012680926662451545,0.09823437606899105
alexander-manninger,Alexander Manninger,FC Augsburg,Germany,04.06.1977,188.0,83.0,Goalkeeper,322.0,115.0,96.0,111.0,0.0,11.0,0.0,1.0,0.125,alexander-manninger04.06.1977,42.29452485840151,0.0117202906609556,0.0,0.0005274051454787922,0.028225184096590528,0.016322499032982114,0.0,0.0006158424908424906,0.035594997171512335
alou-diarra,Alou Diarra,West Ham United,England,15.07.1981,190.0,79.0,Defensive Midfielder,420.0,195.0,109.0,116.0,24.0,91.0,5.0,2.0,1.0,alou-diarra15.07.1981,319.01486475339647,0.07331100218518355,0.003018068355425085,0.003297158043397559,0.27634728004283604,0.09053590721463588,0.004719996058098693,0.0035557102540579237,0.35797200912562177
anatoliy-tymoshchuk,Anatoliy Tymoshchuk,Bayern München,Germany,30.03.1979,181.0,75.0,Defensive Midfielder,406.0,229.0,83.0,94.0,23.0,62.0,2.0,2.0,0.25,anatoliy-tymoshchuk30.03.1979,190.7593757314404,0.04967064509733043,0.0023883894307732763,0.0021887472060404794,0.19718670258761198,0.08811948868790637,0.003756149732620318,0.002196650693213621,0.28113545459554473
anderson_7, Anderson,Manchester United,England,13.04.1988,176.0,69.0,Center Midfielder,220.0,148.0,27.0,45.0,13.0,19.0,0.0,0.0,0.75,anderson_713.04.1988,19.0,0.03419603534553498,0.0,0.0,0.03419603534553498,0.058339395093075515,0.0,0.0,0.058339395093075515
andre-luiz_3, Andre Luiz,AS Nancy,France,27.01.1980,184.0,76.0,Center Back,270.0,89.0,82.0,99.0,21.0,53.0,2.0,3.0,0.75,andre-luiz_327.01.1980,213.05390058984193,0.0666686437042472,0.0012903802802440713,0.004083940395719832,0.23716605985163627,0.08643628751906793,0.0012958438107890117,0.004101231990637504,0.25765559771212426
andreas-ivanschitz,Andreas Ivanschitz,1. FSV Mainz 05,Germany,15.10.1983,184.0,82.0,Attacking Midfielder,460.0,188.0,122.0,150.0,76.0,62.0,0.0,1.0,0.25,andreas-ivanschitz15.10.1983,93.2945248584015,0.0479426345964374,0.0,0.00022132029102085534,0.054868747945458214,0.06293356730648511,0.0,0.0002208855308351749,0.0698460750420677
andreas-weimann,Andreas Weimann,Aston Villa,England,05.08.1991,179.0,72.0,Center Forward,148.0,50.0,37.0,61.0,32.0,12.0,0.0,0.0,0.0,andreas-weimann05.08.1991,12.0,0.03531740553565654,0.0,0.0,0.03531740553565654,0.0553122942911045,0.0,0.0,0.0553122942911045
andrey-arshavin,Andrey Arshavin,Arsenal FC,England,29.05.1981,172.0,69.0,Center Forward,358.0,188.0,92.0,78.0,85.0,34.0,0.0,2.0,0.0,andrey-arshavin29.05.1981,96.58904971680302,0.033469935479880926,0.0,0.0019907008134240917,0.09576797157122126,0.0569375883171274,0.0,0.0037564236096469376,0.17449308034790986
andriy-voronin,Andriy Voronin,Fortuna Düsseldorf,Germany,21.07.1979,174.0,81.0,Center Forward,462.0,198.0,111.0,153.0,121.0,61.0,2.0,1.0,0.0,andriy-voronin21.07.1979,158.4648508730389,0.04499265049543587,0.002702510027496517,0.0007382196549182478,0.15750786862587116,0.07663156903835207,0.0050399662104682165,0.0007367695008778532,0.26643652412320545
anthony-le-tallec,Anthony Le Tallec,Valenciennes FC,France,03.10.1984,184.0,73.0,Right Winger,313.0,84.0,81.0,148.0,46.0,27.0,0.0,3.0,0.25,anthony-le-tallec03.10.1984,120.88357457520453,0.023128633991235353,0.0,0.0024374737512474175,0.09940821689134885,0.024467160073934735,0.0,0.002447794129275755,0.10106971430080414
anthony-reveillere,Anthony Réveillère,Olympique Lyon,France,10.11.1979,180.0,77.0,Right Fullback,563.0,285.0,138.0,140.0,9.0,91.0,1.0,1.0,0.25,anthony-reveillere10.11.1979,155.3796878657202,0.05166482767330221,0.00014266150718003282,0.00020210380183837982,0.062709549343832,0.07023984022158936,0.0001432655426833636,0.00020295951880143175,0.08133132576098102
antolin-alcaraz,Antolín Alcaraz,Wigan Athletic,England,30.07.1982,184.0,78.0,Center Back,216.0,87.0,60.0,69.0,14.0,43.0,3.0,3.0,0.0,antolin-alcaraz30.07.1982,236.13906359716063,0.05830569242354437,0.004887089034344797,0.00944327423476542,0.5155186100406907,0.09393821821298565,0.005616338153423848,0.017177607295500004,0.8173207400401207
arjen-robben,Arjen Robben,Bayern München,Germany,23.01.1984,180.0,80.0,Right Winger,521.0,347.0,80.0,94.0,170.0,50.0,2.0,2.0,0.25,arjen-robben23.01.1984,178.7593757314404,0.03588608591434786,0.0015853978656603092,0.0005919391093082065,0.10686368590208004,0.058074979205450614,0.0023414321158003928,0.0006310380637599661,0.15528967880021152
arnold-mvuemba,Arnold Mvuemba,Olympique Lyon,France,28.01.1985,172.0,67.0,Defensive Midfielder,219.0,78.0,60.0,81.0,15.0,10.0,0.0,0.0,0.75,arnold-mvuemba28.01.1985,10.0,0.009068384398952356,0.0,0.0,0.009068384398952356,0.009306587821919121,0.0,0.0,0.009306587821919121
arouna-kone,Arouna Koné,Wigan Athletic,England,11.11.1983,181.0,81.0,Center Forward,328.0,160.0,61.0,107.0,95.0,12.0,0.0,0.0,1.0,arouna-kone11.11.1983,12.0,0.008462261339800933,0.0,0.0,0.008462261339800933,0.012803874858829337,0.0,0.0,0.012803874858829337
ashley-cole,Ashley Cole,Chelsea FC,England,20.12.1980,170.0,67.0,Left Fullback,662.0,404.0,146.0,112.0,16.0,106.0,1.0,3.0,0.5,ashley-cole20.12.1980,232.96873758252323,0.04841177492216473,0.0003215449642979567,0.0017263539643760956,0.11307556953271279,0.06914391117760423,0.0003508322463400827,0.002752069017990535,0.16687594553153104
augusto-fernandez,Augusto Fernández,Celta Vigo,Spain,10.04.1986,177.0,71.0,Right Midfielder,273.0,116.0,65.0,92.0,31.0,50.0,3.0,1.0,0.5,augusto-fernandez10.04.1986,180.5500138803576,0.06271772846766806,0.0036931224415480456,0.0021450351363423666,0.25203314184868286,0.10728054842583404,0.005948133364218522,0.003704486727742541,0.4200056623592322
bafetimbi-gomis,Bafetimbi Gomis,Olympique Lyon,France,06.08.1985,184.0,77.0,Center Forward,372.0,158.0,102.0,112.0,129.0,19.0,1.0,0.0,1.0,bafetimbi-gomis06.08.1985,52.0851630073187,0.022213832938283114,0.004081510924931183,0.0,0.1572512872057834,0.039533287832044794,0.004098792233355744,0.0,0.17514249700575146
ben-foster,Ben Foster,West Bromwich Albion,England,03.04.1983,188.0,80.0,Goalkeeper,246.0,89.0,68.0,89.0,0.0,8.0,0.0,1.0,0.0,ben-foster03.04.1983,39.29452485840151,0.012783917265507169,0.0,0.0005303403956602663,0.02938066796091186,0.013948314883661663,0.0,0.0005786453933141624,0.032056747528931236
benoit-cheyrou,Benoît Cheyrou,Olympique Marseille,France,03.05.1981,182.0,78.0,Defensive Midfielder,488.0,209.0,131.0,148.0,34.0,80.0,2.0,0.0,0.125,benoit-cheyrou03.05.1981,146.1703260146374,0.05214921464183177,0.00397631995134595,0.0,0.18370640840136612,0.07984801107650608,0.0077612576252635524,0.0,0.33663048475014595
benoit-pedretti,Benoît Pedretti,Lille OSC,France,12.11.1980,177.0,69.0,Defensive Midfielder,438.0,194.0,119.0,125.0,30.0,83.0,1.0,1.0,0.25,benoit-pedretti12.11.1980,147.3796878657202,0.07510010890231848,0.0008211746316161843,0.00019886149485701544,0.10849208144099658,0.09304779014627283,0.0013597513597513587,0.00019970348374044624,0.1442850111692945
benoit-tremoulinas,Benoît Trémoulinas,Girondins Bordeaux,France,28.12.1985,173.0,64.0,Left Fullback,225.0,114.0,62.0,49.0,6.0,21.0,0.0,2.0,0.25,benoit-tremoulinas28.12.1985,83.58904971680302,0.028801256962603716,0.0,0.005585109350045573,0.2035846003544956,0.04113280914531897,0.0,0.003156247116160386,0.1399060629812583
bernard-mendy,Bernard Mendy,Stade Brest,France,20.08.1981,180.0,77.0,Right Fullback,381.0,119.0,108.0,154.0,10.0,84.0,3.0,3.0,0.25,bernard-mendy20.08.1981,277.13906359716066,0.07277965683403644,0.003486981770327499,0.0034149136878046144,0.2950151184011675,0.09193784713696537,0.0035112632076032256,0.0036826999059885643,0.3233569064761109
bertrand-laquait,Bertrand Laquait,Évian Thonon Gaillard,France,13.04.1977,184.0,79.0,,323.0,116.0,86.0,121.0,1.0,14.0,1.0,3.0,0.25,bertrand-laquait13.04.1977,140.96873758252323,0.013149134451778084,0.0003399435352410393,0.004600465922259202,0.16836561689288168,0.018110400126048073,0.0005330697630580422,0.004619944510449086,0.18032606845778065
